order_id,order_date,customer_id,category,quantity,unit_price,total_amount,discount_pct,status,shipping_days,rating
ORD-00155,2024-01-03,1191,Clothing,3,12.55,37.65,5,completed,1,4.0
ORD-00156,2024-01-04,1384,Clothing,5,10.73,53.65,0,completed,1,3.0
ORD-00157,2024-01-05,1149,Books,2,8.57,17.14,5,completed,5,3.0
ORD-00158,2024-01-08,1346,Sports,5,52.99,264.95,15,completed,1,5.0
ORD-00159,2024-01-09,1318,Electronics,3,62.31,186.93,0,completed,1,3.0
ORD-00160,2024-01-10,1195,Clothing,7,227.08,1589.56,15,completed,5,4.0
ORD-00161,2024-01-11,1235,Books,1,52.9,52.9,0,completed,3,4.0
ORD-00162,2024-01-12,1220,Home,3,19.71,59.13,5,completed,7,4.0
ORD-00163,2024-01-15,1468,Clothing,6,26.63,159.78,5,cancelled,2,5.0
ORD-00164,2024-01-16,1274,Home,4,38.19,152.76,15,cancelled,4,
ORD-00165,2024-01-17,1183,Clothing,6,135.77,814.62,0,completed,1,5.0
ORD-00166,2024-01-18,1380,Sports,7,83.32,583.24,20,pending,2,
ORD-00167,2024-01-19,1477,Sports,3,28.87,86.61,5,completed,1,3.0
ORD-00168,2024-01-22,1120,Home,3,27.26,81.78,20,pending,3,4.0
ORD-00169,2024-01-23,1039,Sports,4,16.26,65.04,10,completed,1,
ORD-00170,2024-01-24,1237,Electronics,7,60.94,426.58,0,completed,1,2.0
ORD-00171,2024-01-25,1275,Electronics,6,39.03,234.18,5,completed,2,5.0
ORD-00172,2024-01-26,1165,Clothing,3,33.42,100.26,0,cancelled,2,2.0
ORD-00173,2024-01-29,1235,Electronics,3,105.41,316.23,10,completed,1,4.0
ORD-00174,2024-01-30,1206,Sports,3,30.87,92.61,0,completed,5,
ORD-00175,2024-01-31,1483,Home,7,34.98,244.86,10,completed,7,3.0
ORD-00176,2024-02-01,1357,Electronics,2,92.21,184.42,0,completed,1,4.0
ORD-00177,2024-02-02,1437,Clothing,4,27.9,111.6,0,cancelled,1,3.0
ORD-00178,2024-02-05,1218,Home,7,28.11,196.77,5,refunded,2,5.0
ORD-00179,2024-02-06,1062,Home,7,65.95,461.65,0,cancelled,1,4.0
ORD-00180,2024-02-07,1138,Home,7,58.16,407.12,5,completed,1,4.0
ORD-00181,2024-02-08,1040,Books,4,90.73,362.92,10,completed,2,5.0
ORD-00182,2024-02-09,1170,Electronics,4,5.28,21.12,10,completed,2,1.0
ORD-00183,2024-02-12,1462,Clothing,3,5.02,15.06,5,completed,1,
ORD-00184,2024-02-13,1252,Electronics,5,13.11,65.55,0,completed,1,2.0
ORD-00185,2024-02-14,1459,Sports,7,,172.27,0,completed,4,
ORD-00186,2024-02-15,1333,Electronics,5,84.56,422.8,0,completed,6,3.0
ORD-00187,2024-02-16,1267,Electronics,5,23.7,118.5,5,refunded,12,3.0
ORD-00188,2024-02-19,1379,Clothing,2,37.85,75.7,0,completed,1,4.0
ORD-00189,2024-02-20,1335,Electronics,2,25.48,50.96,0,completed,1,4.0
ORD-00190,2024-02-21,1328,Clothing,3,22.98,68.94,10,completed,1,5.0
ORD-00191,2024-02-22,1095,Books,4,9.99,39.96,15,completed,3,5.0
ORD-00192,2024-02-23,1087,Books,2,130.51,261.02,0,completed,1,4.0
ORD-00193,2024-02-26,1069,Electronics,6,15.82,94.92,5,pending,3,4.0
ORD-00194,2024-02-27,1186,Clothing,6,62.33,373.98,10,completed,7,4.0
ORD-00195,2024-02-28,1064,Clothing,7,35.44,248.08,10,cancelled,3,4.0
ORD-00196,2024-02-29,1273,Electronics,2,45.5,91.0,0,refunded,1,3.0
ORD-00197,2024-03-01,1159,Sports,6,29.54,177.24,0,completed,2,2.0
ORD-00198,2024-03-04,1126,Home,1,8.94,8.94,0,completed,1,3.0
ORD-00199,2024-03-05,1495,Books,3,136.39,409.17,0,completed,1,
ORD-00200,2024-03-06,1312,Sports,5,69.57,347.85,5,completed,5,5.0
ORD-00201,2024-03-07,1251,Clothing,1,64.76,64.76,5,completed,6,4.0
ORD-00202,2024-03-08,1265,Clothing,7,13.32,93.24,5,completed,1,4.0
ORD-00203,2024-03-11,1196,Clothing,3,33.98,101.94,0,refunded,2,4.0
ORD-00204,2024-03-12,1046,Home,1,161.96,161.96,5,cancelled,1,4.0
ORD-00205,2024-03-13,1455,Clothing,7,24.48,171.36,0,completed,2,3.0
ORD-00206,2024-03-14,1375,Clothing,4,20.73,82.92,5,completed,1,5.0
ORD-00207,2024-03-15,1288,Sports,5,64.45,322.25,10,refunded,1,4.0
ORD-00208,2024-03-18,1475,Home,3,80.59,241.77,0,completed,2,1.0
ORD-00209,2024-03-19,1331,Home,6,25.73,154.38,15,cancelled,1,3.0
ORD-00210,2024-03-20,1074,Home,6,50.29,301.74,15,completed,1,4.0
ORD-00211,2024-03-21,1243,Sports,1,53.93,53.93,15,cancelled,1,5.0
ORD-00212,2024-03-22,1369,Home,2,32.7,65.4,10,completed,6,4.0
ORD-00213,2024-03-25,1111,Home,1,105.56,105.56,0,completed,1,
ORD-00214,2024-03-26,1414,Home,6,31.39,188.34,0,cancelled,1,1.0
ORD-00215,2024-03-27,1296,Books,4,20.9,83.6,0,completed,2,3.0
ORD-00216,2024-03-28,1471,Clothing,4,71.19,284.76,15,completed,1,3.0
ORD-00217,2024-03-29,1492,Clothing,6,15.62,93.72,0,pending,5,1.0
ORD-00218,2024-04-01,1052,Home,2,27.06,54.12,20,completed,1,3.0
ORD-00219,2024-04-02,1415,Books,1,74.43,74.43,5,completed,6,4.0
ORD-00220,2024-04-03,1094,Clothing,7,,117.04,10,completed,2,3.0
ORD-00221,2024-04-04,1230,Home,4,13.1,52.4,5,refunded,2,4.0
ORD-00222,2024-04-05,1491,Electronics,2,39.14,78.28,5,completed,3,4.0
ORD-00223,2024-04-08,1027,Sports,3,23.28,69.84,5,pending,3,4.0
ORD-00224,2024-04-09,1216,Clothing,7,,358.54,15,refunded,1,
ORD-00225,2024-04-10,1239,Home,6,21.8,130.8,0,completed,1,2.0
ORD-00226,2024-04-11,1409,Clothing,6,8.49,50.94,20,completed,3,4.0
ORD-00227,2024-04-12,1203,Home,6,,526.2,10,pending,1,3.0
ORD-00228,2024-04-15,1367,Electronics,3,36.64,109.92,0,completed,2,3.0
ORD-00229,2024-04-16,1437,Electronics,1,12.73,12.73,5,pending,1,4.0
ORD-00230,2024-04-17,1054,Home,1,3.79,3.79,5,completed,2,2.0
ORD-00231,2024-04-18,1407,Sports,1,18.35,18.35,0,completed,5,4.0
ORD-00232,2024-04-19,1072,Home,5,8.22,41.1,15,completed,1,
ORD-00233,2024-04-22,1424,Clothing,1,18.3,18.3,0,completed,1,4.0
ORD-00234,2024-04-23,1219,Clothing,2,76.97,153.94,0,completed,1,3.0
ORD-00235,2024-04-24,1109,Electronics,2,40.23,80.46,5,completed,2,4.0
ORD-00236,2024-04-25,1215,Sports,7,10.71,74.97,5,pending,6,5.0
ORD-00237,2024-04-26,1408,Electronics,1,15.39,15.39,0,completed,1,5.0
ORD-00238,2024-04-29,1270,Books,3,,109.62,0,completed,1,4.0
ORD-00239,2024-04-30,1364,Clothing,1,61.84,61.84,0,completed,4,2.0
ORD-00240,2024-05-01,1013,Sports,3,55.48,166.44,10,cancelled,1,4.0
ORD-00241,2024-05-02,1247,Clothing,2,19.34,38.68,15,refunded,8,3.0
ORD-00242,2024-05-03,1007,Electronics,7,25.83,180.81,15,completed,1,
ORD-00243,2024-05-06,1021,Home,2,15.09,30.18,0,completed,4,
ORD-00244,2024-05-07,1343,Electronics,5,25.82,129.1,10,refunded,3,3.0
ORD-00245,2024-05-08,1472,Electronics,1,35.5,35.5,5,completed,2,
ORD-00246,2024-05-09,1284,Home,1,53.09,53.09,0,completed,1,4.0
ORD-00247,2024-05-10,1270,Electronics,6,60.94,365.64,15,completed,2,5.0
ORD-00248,2024-05-13,1473,Sports,3,43.07,129.21,0,cancelled,1,3.0
ORD-00249,2024-05-14,1246,Electronics,3,18.61,55.83,0,completed,4,4.0
ORD-00250,2024-05-15,1188,Home,4,22.14,88.56,0,completed,1,4.0
ORD-00251,2024-05-16,1166,Clothing,7,33.06,231.42,0,completed,1,5.0
ORD-00252,2024-05-17,1023,Sports,1,61.21,61.21,15,completed,1,2.0
ORD-00253,2024-05-20,1459,Clothing,7,19.23,134.61,15,completed,3,5.0
ORD-00254,2024-05-21,1471,Clothing,6,24.41,146.46,5,completed,1,3.0
ORD-00255,2024-05-22,1425,Sports,3,19.68,59.04,0,completed,3,5.0
ORD-00256,2024-05-23,1243,Clothing,3,34.36,103.08,0,completed,1,5.0
ORD-00257,2024-05-24,1196,Electronics,6,47.92,287.52,0,completed,1,5.0
ORD-00258,2024-05-27,1268,Sports,2,38.28,76.56,10,completed,2,4.0
ORD-00259,2024-05-28,1029,Sports,7,188.86,1322.02,0,completed,8,2.0
ORD-00260,2024-05-29,1440,Home,6,48.95,293.7,15,completed,4,4.0
ORD-00261,2024-05-30,1093,Sports,5,48.92,244.6,0,pending,2,3.0
ORD-00262,2024-05-31,1476,Home,7,60.33,422.31,5,completed,4,
ORD-00263,2024-06-03,1273,Sports,6,34.38,206.28,0,completed,1,
ORD-00264,2024-06-04,1015,Electronics,5,44.5,222.5,15,cancelled,1,4.0
ORD-00265,2024-06-05,1490,Home,4,24.04,96.16,0,completed,5,5.0
ORD-00266,2024-06-06,1354,Home,3,104.11,312.33,5,completed,3,3.0
ORD-00267,2024-06-07,1343,Home,2,12.84,25.68,0,completed,1,3.0
ORD-00268,2024-06-10,1383,Electronics,2,23.31,46.62,10,completed,2,3.0
ORD-00269,2024-06-11,1180,Clothing,5,40.04,200.2,10,completed,1,1.0
ORD-00270,2024-06-12,1434,Home,3,40.66,121.98,20,completed,1,5.0
ORD-00271,2024-06-13,1499,Home,6,31.46,188.76,0,completed,3,3.0
ORD-00272,2024-06-14,1358,Home,6,15.26,91.56,10,completed,1,4.0
ORD-00273,2024-06-17,1035,Electronics,5,57.11,285.55,5,completed,2,3.0
ORD-00274,2024-06-18,1075,Books,1,38.88,38.88,0,completed,2,
ORD-00275,2024-06-19,1061,Clothing,1,45.54,45.54,0,pending,3,4.0
ORD-00276,2024-06-20,1474,Sports,7,6.68,46.76,5,completed,1,4.0
ORD-00277,2024-06-21,1072,Sports,5,11.48,57.4,5,completed,2,4.0
ORD-00278,2024-06-24,1182,Clothing,7,23.73,166.11,15,refunded,7,4.0
ORD-00279,2024-06-25,1059,Home,4,18.49,73.96,0,completed,1,5.0
ORD-00280,2024-06-26,1165,Clothing,6,30.88,185.28,10,completed,1,5.0
ORD-00281,2024-06-27,1060,Home,6,33.85,203.1,5,completed,15,1.0
ORD-00282,2024-06-28,1020,Sports,3,34.0,102.0,0,completed,1,
ORD-00283,2024-07-01,1352,Home,4,12.07,48.28,5,completed,2,
ORD-00284,2024-07-02,1005,Books,6,7.22,43.32,0,completed,1,4.0
ORD-00285,2024-07-03,1304,Electronics,7,109.42,765.94,0,completed,5,3.0
ORD-00286,2024-07-04,1158,Books,2,34.22,68.44,15,completed,1,5.0
ORD-00287,2024-07-05,1413,Home,7,25.2,176.4,20,completed,1,4.0
ORD-00288,2024-07-08,1412,Books,4,,196.2,10,completed,4,4.0
ORD-00289,2024-07-09,1151,Electronics,2,134.33,268.66,10,completed,1,4.0
ORD-00290,2024-07-10,1422,Clothing,1,47.24,47.24,5,cancelled,20,5.0
ORD-00291,2024-07-11,1004,Electronics,1,44.93,44.93,10,completed,1,3.0
ORD-00292,2024-07-12,1189,Electronics,5,135.17,675.85,5,completed,2,4.0
ORD-00293,2024-07-15,1004,Books,3,21.18,63.54,0,pending,1,4.0
ORD-00294,2024-07-16,1027,Home,3,54.81,164.43,10,completed,1,4.0
ORD-00295,2024-07-17,1272,Electronics,7,41.96,293.72,5,completed,2,3.0
ORD-00296,2024-07-18,1371,Clothing,2,20.37,40.74,10,completed,1,
ORD-00297,2024-07-19,1131,Electronics,1,11.19,11.19,0,completed,1,5.0
ORD-00298,2024-07-22,1291,Home,7,39.53,276.71,0,completed,2,5.0
ORD-00299,2024-07-23,1408,Clothing,1,31.18,31.18,0,completed,7,4.0
ORD-00300,2024-07-24,1050,Clothing,6,26.86,161.16,0,completed,1,3.0
ORD-00051,2023-08-10,1375,Books,5,,242.1,15,completed,1,4.0
ORD-00052,2023-08-11,1296,Sports,1,185.74,185.74,0,completed,1,2.0
ORD-00053,2023-08-14,1216,Home,5,20.1,100.5,0,completed,10,5.0
ORD-00054,2023-08-15,1114,Clothing,6,25.97,155.82,0,pending,1,2.0
ORD-00055,2023-08-16,1367,Clothing,4,48.45,193.8,0,completed,7,4.0
